0,841
0.2,841
0.4,841
0.6,841
0.8,0
1,58
1.2,58
1.4,58
1.6,58
1.8,116
2,116
2.2,116
2.4,116
2.6,116
2.8,116
3,116
3.2,116
3.4,197
3.6,197
3.8,197
4,141
4.2,141
4.4,141
4.6,141
4.8,141
5,85
5.2,85
5.4,85
5.6,29
5.8,29
6,29
6.2,29
6.4,29
6.6,58
6.8,58
7,58
7.2,58
7.4,58
7.6,58
7.8,58
8,58
8.2,58
8.4,58
8.6,87
8.8,87
9,87
9.2,87
9.4,87
9.6,116
9.8,116
10,116
10.2,116
10.4,132
10.6,142
10.8,145
11,151
11.2,157
11.4,163
11.6,167
11.8,175
12,179
12.2,185
12.4,188
12.6,192
12.8,192
13,192
13.2,194
13.4,194
13.6,193
13.8,195
14,197
14.2,195
14.4,195
14.6,195
14.8,195
15,193
15.2,193
15.4,191
15.6,191
15.8,187
16,187
16.2,185
16.4,181
16.6,181
16.8,177
17,177
17.2,173
17.4,173
17.6,169
17.8,165
18,158
18.2,152
18.4,148
18.6,144
18.8,136
19,132
19.2,130
19.4,124
19.6,117
19.8,111
20,105
20.2,101
20.4,97
20.6,93
20.8,87
21,87
21.2,87
21.4,87
21.6,87
21.8,87
22,87
22.2,87
22.4,87
22.6,87
22.8,87
23,87
23.2,85
23.4,67
23.6,58
23.8,58
24,58
24.2,58
24.4,58
24.6,58
24.8,58
25,58
25.2,58
25.4,58
25.6,58
25.8,58
26,56
26.2,54
26.4,50
26.6,44
26.8,42
27,40
27.2,38
27.4,36
27.6,36
27.8,36
28,36
28.2,36
28.4,38
28.6,40
28.8,40
29,42
29.2,44
29.4,46
29.6,48
29.8,48
30,48
30.2,48
30.4,49
30.6,51
30.8,55
31,57
31.2,59
31.4,63
31.6,63
31.8,67
32,69
32.2,71
32.4,71
32.6,73
32.8,73
33,87
33.2,75
33.4,72
33.6,66
33.8,62
34,64
34.2,60
34.4,68
34.6,70
34.8,76
35,78
35.2,76
35.4,73
35.6,71
35.8,64
36,63
36.2,55
36.4,48
36.6,46
36.8,48
37,54
37.2,54
37.4,58
37.6,62
37.8,64
38,73
38.2,77
38.4,81
38.6,83
38.8,87
39,93
39.2,99
39.4,95
39.6,105
39.8,108
40,118
40.2,126
40.4,133
40.6,140
40.8,152
41,167
41.2,174
41.4,185
41.6,198
41.8,210
42,217
42.2,225
42.4,226
42.6,208
42.8,181
43,161
43.2,143
43.4,114
43.6,98
43.8,80
44,57
44.2,43
44.4,34
44.6,30
44.8,32
45,45
45.2,65
45.4,75
45.6,87
45.8,87
46,115
46.2,116
46.4,130
46.6,136
46.8,146
47,158
47.2,163
47.4,171
47.6,177
47.8,181
48,187
48.2,195
48.4,199
48.6,204
48.8,206
49,210
49.2,212
49.4,218
49.6,218
49.8,220
50,224
50.2,228
50.4,230
50.6,238
50.8,238
51,241
51.2,245
51.4,245
51.6,245
51.8,249
52,251
52.2,253
52.4,255
52.6,257
52.8,261
53,265
53.2,267
53.4,271
53.6,271
53.8,271
54,273
54.2,273
54.4,277
54.6,277
54.8,281
55,283
55.2,284
55.4,286
55.6,288
55.8,292
56,292
56.2,292
56.4,292
56.6,292
56.8,292
57,296
57.2,298
57.4,298
57.6,298
57.8,300
58,300
58.2,298
58.4,298
58.6,296
58.8,296
59,294
59.2,292
59.4,292
59.6,292
59.8,292
60,292
60.2,292
60.4,288
60.6,286
60.8,283
61,283
61.2,281
61.4,279
61.6,277
61.8,273
62,273
62.2,271
62.4,267
62.6,267
62.8,265
63,263
63.2,261
63.4,259
63.6,257
63.8,257
64,257
64.2,259
64.4,259
64.6,259
64.8,259
65,259
65.2,261
65.4,261
65.6,263
65.8,266
66,264
66.2,264
66.4,257
66.6,259
66.8,254
67,250
67.2,245
67.4,232
67.6,217
67.8,212
68,198
68.2,188
68.4,172
68.6,154
68.8,132
69,119
69.2,96
69.4,73
69.6,52
69.8,23
70,10
70.2,12
70.4,9
70.6,8
70.8,10
71,5
71.2,4
71.4,29
71.6,55
71.8,76
72,98
72.2,123
72.4,139
72.6,157
72.8,174
73,186
73.2,196
73.4,211
73.6,219
73.8,223
74,229
74.2,233
74.4,235
74.6,237
74.8,237
75,237
75.2,234
75.4,234
75.6,234
75.8,230
76,228
76.2,222
76.4,216
76.6,216
76.8,209
77,203
77.2,199
77.4,195
77.6,191
77.8,187
78,183
78.2,183
78.4,183
78.6,185
78.8,185
79,184
79.2,186
79.4,186
79.6,186
79.8,188
80,188
80.2,190
80.4,190
80.6,194
80.8,198
81,202
81.2,204
81.4,208
81.6,208
81.8,208
82,210
82.2,210
82.4,216
82.6,218
82.8,220
83,222
83.2,226
83.4,228
83.6,228
83.8,226
84,224
84.2,224
84.4,222
84.6,222
84.8,220
85,220
85.2,218
85.4,216
85.6,216
85.8,216
86,210
86.2,210
86.4,210
86.6,208
86.8,208
87,206
87.2,202
87.4,198
87.6,196
87.8,191
88,187
88.2,181
88.4,173
88.6,165
88.8,161
89,155
89.2,150
89.4,142
89.6,138
89.8,132
90,126
90.2,116
90.4,116
90.6,116
90.8,116
91,116
91.2,114
91.4,106
91.6,106
91.8,104
92,100
92.2,96
92.4,96
92.6,96
92.8,98
93,102
93.2,108
93.4,116
93.6,116
93.8,116
94,116
94.2,116
94.4,116
94.6,116
94.8,132
95,142
95.2,145
95.4,145
95.6,153
95.8,161
96,167
96.2,177
96.4,184
96.6,190
96.8,198
97,208
97.2,214
97.4,222
97.6,229
97.8,233
98,247
98.2,251
98.4,259
98.6,271
98.8,280
99,288
99.2,292
99.4,302
99.6,306
99.8,312
100,318
