0,0
0.2,0.0042303
0.4,0
0.6,0
0.8,0
1,0
1.2,0
1.4,0
1.6,0
1.8,0
2,0
2.2,0
2.4,0
2.6,0.011561
2.8,0.03113
3,0.050724
3.2,0
3.4,0
3.6,0
3.8,0
4,0
4.2,4.4923
4.4,8.9771
4.6,7.9381
4.8,4.582
5,1.7057
5.2,0
5.4,0
5.6,0
5.8,0
6,0
6.2,1.121
6.4,6.3245
6.6,7.0944
6.8,3.3827
7,0
7.2,0
7.4,0
7.6,0
7.8,0
8,0
8.2,0
8.4,0.27204
8.6,1.0208
8.8,1.3169
9,1.2922
9.2,0.99177
9.4,0.62164
9.6,0.22693
9.8,0
10,0
10.2,0
10.4,0
10.6,0
10.8,0
11,0
11.2,0.057642
11.4,0.10442
11.6,0.10876
11.8,0.1442
12,0.10819
12.2,0.10636
12.4,0.049622
12.6,0.061743
12.8,0
13,0
13.2,0
13.4,0
13.6,0
13.8,0
14,0
14.2,0.023649
14.4,0.017059
14.6,0.013123
14.8,0
15,0.008994
15.2,0
15.4,0
15.6,0.0076449
15.8,0
16,0.020435
16.2,0.007892
16.4,0.0070545
16.6,0.013642
16.8,0.017982
17,0.045737
17.2,0.059703
17.4,0.03549
17.6,0.01678
17.8,0.01144
18,0.0096802
18.2,0
18.4,0
18.6,0
18.8,0
19,1.2181
19.2,4.3947
19.4,5.554
19.6,5.232
19.8,3.9417
20,2.3181
20.2,0.74725
20.4,0
20.6,0
20.8,0
21,0
21.2,0
21.4,0
21.6,0
21.8,0.18304
22,0.37876
22.2,0.43102
22.4,2.6863
22.6,7.2174
22.8,7.2865
23,3.0866
23.2,0
23.4,0
23.6,0
23.8,0
24,0
24.2,0
24.4,0
24.6,0.51542
24.8,1.3063
25,1.5829
25.2,1.5041
25.4,1.1283
25.6,0.65987
25.8,0.2383
26,0
26.2,0
26.4,0
26.6,0
26.8,0
27,0
27.2,0
27.4,0
27.6,0.018317
27.8,0.09392
28,0.086992
28.2,0.057346
28.4,0.025401
28.6,0.079599
28.8,0.087829
29,0.024469
29.2,0.022118
29.4,0.035602
29.6,0.0073366
29.8,0
30,0
30.2,0
30.4,0
30.6,0
30.8,0
31,0
31.2,0.01765
31.4,0.013514
31.6,0.061052
31.8,0.037843
32,0.027676
32.2,0.024691
32.4,0.024242
32.6,0.022443
32.8,0.011256
33,0.040446
33.2,0.0088748
33.4,0.039263
33.6,0.041011
33.8,0.043489
34,0.0055896
34.2,0.028646
34.4,0
34.6,0
34.8,0
35,0
35.2,1.318
35.4,4.5025
35.6,5.5483
35.8,5.1261
36,3.8498
36.2,2.2855
36.4,0.79095
36.6,0
36.8,0
37,0
37.2,0
37.4,0
37.6,0
37.8,2.0635
38,7.0723
38.2,7.557
38.4,3.3395
38.6,0
38.8,0
39,0
39.2,0
39.4,0
39.6,0
39.8,0
40,0.3496
40.2,1.1602
40.4,1.4636
40.6,1.3876
40.8,1.0932
41,0.69423
41.2,0.25613
41.4,0
41.6,0
41.8,0
42,0
42.2,0
42.4,0
42.6,0
42.8,0.021232
43,0.11476
43.2,0.14885
43.4,0.18052
43.6,0.12886
43.8,0.084929
44,0.035126
44.2,0.0018663
44.4,0
44.6,0
44.8,0
45,0
45.2,0
45.4,0
45.6,0
45.8,0
46,0
46.2,0
46.4,0
46.6,0
46.8,0
47,0
47.2,0.039261
47.4,0.004709
47.6,0.032557
47.8,0.0088862
48,0.0092279
48.2,0
48.4,0.021799
48.6,0
48.8,0
49,0
49.2,0.012601
49.4,0
49.6,0
49.8,0
50,0
50.2,0
50.4,0.020296
50.6,0.0097426
50.8,0.001219
51,0.0082922
51.2,0
51.4,0
51.6,0
51.8,0
52,0
52.2,0
52.4,0
52.6,0.0031578
52.8,0.021049
53,0.013028
53.2,0.019902
53.4,0.030098
53.6,0
53.8,0
54,0
54.2,0
54.4,0
54.6,2.7018
54.8,5.0635
55,5.4766
55.2,4.7325
55.4,3.3502
55.6,1.7947
55.8,0.36231
56,0
56.2,0
56.4,0
56.6,0
56.8,0
57,0
57.2,0
57.4,2.5045
57.6,7.3208
57.8,7.5527
58,3.3187
58.2,0
58.4,0
58.6,0
58.8,0
59,0
59.2,0
59.4,0
59.6,0.37416
59.8,1.1738
60,1.4775
60.2,1.3962
60.4,1.0564
