0,0
0.2,0
0.4,0.00061469
0.6,0.0002862
0.8,0
1,0.00011021
1.2,0
1.4,0
1.6,0
1.8,0
2,0
2.2,0.0011155
2.4,0.0022745
2.6,0.0019543
2.8,0.0008487
3,0
3.2,0
3.4,0
3.6,0.023194
3.8,0.099957
4,0.17294
4.2,0.27762
4.4,0.28553
4.6,0.24297
4.8,0.20166
5,0.17415
5.2,0.15538
5.4,0.13984
5.6,0.13213
5.8,0.13074
6,0.13691
6.2,0.14477
6.4,0.15342
6.6,0.16139
6.8,0.16589
7,0.1674
7.2,0.16708
7.4,0.16513
7.6,0.16287
7.8,0.1595
8,0.15757
8.2,0.15592
8.4,0.1556
8.6,0.1557
8.8,0.15656
9,0.15694
9.2,0.15787
9.4,0.15737
9.6,0.15778
9.8,0.15823
10,0.15881
10.2,0.15911
10.4,0.15747
10.6,0.15834
10.8,0.15814
11,0.15782
11.2,0.15823
11.4,0.1578
11.6,0.20103
11.8,0.19671
12,0.11885
12.2,0.024875
12.4,0
12.6,0
12.8,0
13,0
13.2,0
13.4,0
13.6,0
13.8,0.0074865
14,0.017579
14.2,0.020051
14.4,0.018533
14.6,0.012904
14.8,0.007036
15,0.00072456
15.2,0
15.4,0
15.6,0
15.8,0
16,0
16.2,0
16.4,0
16.6,0.0008238
16.8,0.0020502
17,0.0014033
17.2,0.0013846
17.4,0.0013851
17.6,0.0019021
17.8,0.00096797
18,0
18.2,0
18.4,0
18.6,0
18.8,0
19,0
19.2,0.0014437
19.4,0.0014004
19.6,0.00031735
19.8,0
20,0
20.2,0
20.4,0
20.6,7.1476e-05
20.8,0.0008378
21,0.00089216
21.2,0
21.4,0.00023997
21.6,0.0018616
21.8,0.00044016
22,0.001055
22.2,0.0002936
22.4,1.1313e-05
22.6,0
22.8,0
23,9.3956e-05
23.2,0.00018792
23.4,0
23.6,0.00012496
23.8,0.00070528
24,0.00058482
24.2,0.00035707
24.4,0
24.6,0
24.8,0
25,0
25.2,0
25.4,0.033583
25.6,0.12947
25.8,0.1972
26,0.2331
26.2,0.24266
26.4,0.23344
26.6,0.21281
26.8,0.18865
27,0.1668
27.2,0.1497
27.4,0.14038
27.6,0.13776
27.8,0.13864
28,0.14314
28.2,0.15094
28.4,0.15817
28.6,0.16066
28.8,0.16244
29,0.16358
29.2,0.1639
29.4,0.16272
29.6,0.16063
29.8,0.15911
30,0.15707
30.2,0.15509
30.4,0.15444
30.6,0.15543
30.8,0.15634
31,0.15825
31.2,0.15878
31.4,0.15843
31.6,0.15822
31.8,0.15863
32,0.15942
32.2,0.15984
32.4,0.15848
32.6,0.15771
32.8,0.15694
33,0.15684
33.2,0.15846
33.4,0.15894
33.6,0.15944
33.8,0.15906
34,0.15959
34.2,0.15817
34.4,0.15772
34.6,0.15791
34.8,0.16007
35,0.16002
35.2,0.16025
35.4,0.1583
35.6,0.15815
35.8,0.15763
36,0.1584
36.2,0.15864
36.4,0.15838
36.6,0.1594
36.8,0.20159
37,0.19764
37.2,0.11844
37.4,0.025018
37.6,0
37.8,0
38,0
38.2,0
38.4,0
38.6,0
38.8,0
39,0.0061907
39.2,0.016311
39.4,0.019741
39.6,0.017164
39.8,0.012735
40,0.007038
40.2,0.0010258
40.4,0
40.6,0
40.8,0
41,0
41.2,0
41.4,0
41.6,0
41.8,0.0003728
42,0.00082199
42.2,0.0011503
42.4,0.00036839
42.6,0
42.8,0.0057131
43,0.011651
43.2,0.0029289
43.4,0
43.6,0
43.8,0
44,0
44.2,0
44.4,0.00028946
44.6,0.0084957
44.8,0.013762
45,0.014111
45.2,0.011127
45.4,0.0057644
45.6,0.00026413
45.8,0
46,0
46.2,0
46.4,0
46.6,0
46.8,0
47,0.0010595
47.2,0.00091026
47.4,0.0023201
47.6,0.0011171
47.8,0.0012685
48,0.00066858
48.2,0.00037726
48.4,0
48.6,0
48.8,0
49,0
49.2,0
49.4,0
49.6,0
49.8,0
50,0
50.2,0
50.4,0
50.6,0.035137
50.8,0.13032
51,0.19955
51.2,0.23378
51.4,0.24042
51.6,0.23115
51.8,0.21161
52,0.18881
52.2,0.16718
52.4,0.15056
52.6,0.14066
52.8,0.13697
53,0.14011
53.2,0.14653
53.4,0.15322
53.6,0.15795
53.8,0.16262
54,0.1639
54.2,0.16404
54.4,0.16249
54.6,0.15944
54.8,0.15835
55,0.15841
55.2,0.15787
55.4,0.15793
55.6,0.15805
55.8,0.15766
56,0.15648
56.2,0.15638
56.4,0.15799
56.6,0.1587
56.8,0.15891
57,0.15863
57.2,0.15859
57.4,0.15803
57.6,0.1573
57.8,0.2008
58,0.19868
58.2,0.11846
58.4,0.022783
58.6,0
58.8,0
59,0
59.2,0
59.4,0
59.6,0
59.8,0
60,0.0082954
60.2,0.017265
60.4,0.019795
60.6,0.018242
60.8,0.013506
61,0.0062473
61.2,0.001341
61.4,0
61.6,0
61.8,0
62,0
62.2,0
62.4,0
62.6,0
62.8,0.0011283
63,0.0018368
63.2,0.00047179
63.4,0.00019033
63.6,1.3617e-05
63.8,0.0010694
64,0.0061581
64.2,0.0075763
64.4,0.0040942
64.6,0
64.8,0
65,0
65.2,0
65.4,0
65.6,0
65.8,0
66,0.0096784
66.2,0.017524
66.4,0.02245
66.6,0.021376
66.8,0.014536
67,0.0044699
67.2,0
67.4,0
67.6,0
67.8,0
68,0
68.2,0
68.4,0.0027553
68.6,0.0079237
68.8,0.011746
69,0.012118
69.2,0.0095927
69.4,0.0049003
69.6,0
69.8,0
70,0
70.2,0
70.4,0
70.6,0
70.8,7.4058e-05
71,0.00071132
71.2,0.001753
71.4,0.00096202
71.6,0.0024338
71.8,0.0023955
72,0.0018224
72.2,0
72.4,0
72.6,0
72.8,0
73,0
73.2,0
73.4,0
73.6,0.0005638
73.8,0.0015872
74,0.00073863
74.2,0.00081454
74.4,7.3786e-05
74.6,0
74.8,0
75,0
75.2,0
75.4,0
75.6,0.033751
75.8,0.1279
76,0.19743
76.2,0.2336
76.4,0.24142
76.6,0.23239
76.8,0.21155
77,0.18844
77.2,0.1673
77.4,0.1514
77.6,0.14063
77.8,0.1378
78,0.13878
78.2,0.14405
78.4,0.15088
78.6,0.15742
78.8,0.16154
79,0.16349
79.2,0.16339
79.4,0.16217
79.6,0.16127
79.8,0.15966
80,0.15873
