0,0.046
0.2,0.094431
0.4,0.31697
0.6,0.73788
0.8,0.8641
1,0.83487
1.2,0.82041
1.4,0.82534
1.6,0.84598
1.8,0.8749
2,0.90984
2.2,0.94892
2.4,0.98834
2.6,1.0243
2.8,1.0538
3,1.0789
3.2,1.1025
3.4,1.1203
3.6,1.1333
3.8,1.14
4,1.1422
4.2,1.1423
4.4,1.1398
4.6,1.1336
4.8,1.127
5,1.1216
5.2,1.1145
5.4,1.108
5.6,1.1013
5.8,1.0963
6,1.0934
6.2,1.0918
6.4,1.0924
6.6,1.0928
6.8,1.0932
7,1.0934
7.2,1.0937
7.4,1.0935
7.6,1.093
7.8,1.0931
8,1.0938
8.2,1.0943
8.4,1.0951
8.6,1.0975
8.8,1.0994
9,1.1001
9.2,1.1005
9.4,1.1013
9.6,1.1027
9.8,1.1044
10,1.1056
10.2,1.105
10.4,1.1041
10.6,1.1041
10.8,1.1032
11,1.1035
11.2,1.1018
11.4,1.1014
11.6,1.1008
11.8,1.0994
12,1.0999
12.2,1.1011
12.4,1.1025
12.6,1.1018
12.8,1.1002
13,1.0973
13.2,1.0947
13.4,1.0927
13.6,1.0923
13.8,1.092
14,1.0938
14.2,1.0947
14.4,1.0957
14.6,1.097
14.8,1.0981
15,1.098
15.2,1.0999
15.4,1.1014
15.6,1.1021
15.8,1.1021
16,1.1022
16.2,1.1023
16.4,1.1027
16.6,1.1029
16.8,1.1027
17,1.1035
17.2,1.1028
17.4,1.1041
17.6,1.1047
17.8,1.1036
18,1.1013
18.2,1.0977
18.4,1.0966
18.6,1.0969
18.8,1.0948
19,1.0957
19.2,1.0975
19.4,1.0977
19.6,1.0959
19.8,1.0949
20,1.0939
20.2,1.0931
20.4,1.095
20.6,1.0979
20.8,1.1006
21,1.1034
21.2,1.1043
21.4,1.1056
21.6,1.1079
21.8,1.1082
22,1.1069
22.2,1.1066
22.4,1.1037
22.6,1.1017
22.8,1.1006
23,1.0998
23.2,1.0988
23.4,1.097
23.6,1.0965
23.8,1.0976
24,1.0989
24.2,1.099
24.4,1.0987
24.6,1.0976
24.8,1.0974
25,1.0972
25.2,1.0962
25.4,1.0983
25.6,1.1005
25.8,1.1032
26,1.1048
26.2,1.1042
26.4,1.1027
26.6,1.0995
26.8,1.0973
27,1.0969
27.2,1.0952
27.4,1.0938
27.6,1.0936
27.8,1.0927
28,1.0941
28.2,1.0968
28.4,1.0992
28.6,1.1018
28.8,1.102
29,1.1052
29.2,1.1084
29.4,1.1091
29.6,1.1086
29.8,1.1063
30,1.103
30.2,1.0995
